ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Mode_of_Shipment_encoded,Customer_rating_category,Prior_purchases_category,Gender_encoded,Interaction_CustomerRating_Discount,Interaction_CustomerCalls_Rating,Shipping_speed,Total_interactions,Expected_delivery_time,CustomerCare_vs_ExpectedTime,ProductImportance_avg_delivery,ShippingMode_avg_delivery,Interaction_Weight_Discount,Customer_rating_and_delivery_time,Product_importance_and_delivery_time,High_product_importance_and_high_rating,Weight_category,Discount_category,Product_Value,Customer_Loyalty,Customer_Satisfaction_Score,Delivery_Time_per_Weight
8063,C,Road,4,3,201,4,medium,F,3,4797,0,3,Average,Low,0,9,12,1199.25,8,6,-2,0.5904501472444258,0.5880681818181818,14391,0,,0,Heavy,Low,964197,Regular,1.5,799.5
8064,F,Road,3,2,235,2,medium,F,10,4172,0,3,Low,Very Low,0,20,6,1390.6666666666667,5,6,-3,0.5904501472444258,0.5880681818181818,41720,0,,0,Heavy,Low,980420,New,1.0,695.3333333333334
8065,D,Road,4,4,271,6,high,M,3,5204,0,3,Standard,Medium,1,12,16,1301.0,10,6,-2,0.6497890295358649,0.5880681818181818,15612,0,,0,Heavy,Low,1410284,Frequent,2.0,867.3333333333334
8066,F,Road,2,3,133,4,low,F,5,5989,1,3,Average,Low,0,15,6,2994.5,6,6,-4,0.5927883707759108,0.5880681818181818,29945,3,low,0,Heavy,Low,796537,Regular,2.0,998.1666666666666
8067,A,Road,3,1,256,4,low,M,6,4814,1,3,VeryLow,Low,1,6,3,1604.6666666666667,7,6,-3,0.5927883707759108,0.5880681818181818,28884,1,low,0,Heavy,Low,1232384,Regular,1.0,802.3333333333334
8068,B,Road,3,1,225,2,low,F,2,4438,1,3,VeryLow,Very Low,0,2,3,1479.3333333333333,5,6,-3,0.5927883707759108,0.5880681818181818,8876,1,low,0,Heavy,Low,998550,New,1.0,739.6666666666666
8069,C,Road,5,3,202,3,low,M,4,4134,1,3,Average,Low,1,12,15,826.8,8,6,-1,0.5927883707759108,0.5880681818181818,16536,3,low,0,Heavy,Low,835068,Regular,2.0,689.0
8070,F,Road,4,4,214,3,medium,F,1,4717,0,3,Standard,Low,0,4,16,1179.25,7,6,-2,0.5904501472444258,0.5880681818181818,4717,0,,0,Heavy,Low,1009438,Regular,2.0,786.1666666666666
8071,D,Road,6,3,217,6,medium,M,3,4209,0,3,Average,Medium,1,9,18,701.5,12,6,0,0.5904501472444258,0.5880681818181818,12627,0,,0,Heavy,Low,913353,Frequent,1.5,701.5
8072,F,Road,4,1,241,2,low,M,3,5672,0,3,VeryLow,Very Low,1,3,4,1418.0,6,6,-2,0.5927883707759108,0.5880681818181818,17016,0,,0,Heavy,Low,1366952,New,0.5,945.3333333333334
8073,A,Road,2,3,263,3,low,M,10,5997,0,3,Average,Low,1,30,6,2998.5,5,6,-4,0.5927883707759108,0.5880681818181818,59970,0,,0,Heavy,Low,1577211,Regular,1.5,999.5
8074,B,Road,4,2,273,2,low,F,9,4221,0,3,Low,Very Low,0,18,8,1055.25,6,6,-2,0.5927883707759108,0.5880681818181818,37989,0,,0,Heavy,Low,1152333,New,1.0,703.5
8075,C,Road,4,4,199,3,low,F,9,5016,0,3,Standard,Low,0,36,16,1254.0,7,6,-2,0.5927883707759108,0.5880681818181818,45144,0,,0,Heavy,Low,998184,Regular,2.0,836.0
8076,F,Road,4,1,198,4,medium,F,9,5382,0,3,VeryLow,Low,0,9,4,1345.5,8,6,-2,0.5904501472444258,0.5880681818181818,48438,0,,0,Heavy,Low,1065636,Regular,0.5,897.0
8077,D,Road,2,4,101,6,low,F,6,5080,1,3,Standard,Medium,0,24,8,2540.0,8,6,-4,0.5927883707759108,0.5880681818181818,30480,4,low,0,Heavy,Low,513080,Frequent,2.5,846.6666666666666
8078,F,Road,4,4,155,4,low,F,10,5483,1,3,Standard,Low,0,40,16,1370.75,8,6,-2,0.5927883707759108,0.5880681818181818,54830,4,low,0,Heavy,Low,849865,Regular,2.5,913.8333333333334
8079,A,Flight,2,1,155,2,low,M,2,5661,1,2,VeryLow,Very Low,1,2,2,2830.5,4,2,0,0.5927883707759108,0.6015756893640968,11322,1,low,0,Heavy,Low,877455,New,1.0,2830.5
8080,B,Flight,4,3,117,3,medium,F,4,4666,0,2,Average,Low,0,12,12,1166.5,7,2,2,0.5904501472444258,0.6015756893640968,18664,0,,0,Heavy,Low,545922,Regular,1.5,2333.0
8081,C,Flight,3,2,262,2,low,M,5,5747,1,2,Low,Very Low,1,10,6,1915.6666666666667,5,2,1,0.5927883707759108,0.6015756893640968,28735,2,low,0,Heavy,Low,1505714,New,1.5,2873.5
8082,F,Flight,5,4,142,3,low,F,8,5468,1,2,Standard,Low,0,32,20,1093.6,8,2,3,0.5927883707759108,0.6015756893640968,43744,4,low,0,Heavy,Low,776456,Regular,2.5,2734.0
8083,D,Flight,4,4,115,3,medium,M,7,4609,0,2,Standard,Low,1,28,16,1152.25,7,2,2,0.5904501472444258,0.6015756893640968,32263,0,,0,Heavy,Low,530035,Regular,2.0,2304.5
8084,F,Flight,4,4,175,3,low,F,6,4600,1,2,Standard,Low,0,24,16,1150.0,7,2,2,0.5927883707759108,0.6015756893640968,27600,4,low,0,Heavy,Low,805000,Regular,2.5,2300.0
8085,A,Flight,2,5,239,2,low,F,9,5363,1,2,High,Very Low,0,45,10,2681.5,4,2,0,0.5927883707759108,0.6015756893640968,48267,5,low,0,Heavy,Low,1281757,New,3.0,2681.5
8086,B,Flight,4,1,171,2,low,M,3,4271,0,2,VeryLow,Very Low,1,3,4,1067.75,6,2,2,0.5927883707759108,0.6015756893640968,12813,0,,0,Heavy,Low,730341,New,0.5,2135.5
8087,C,Flight,4,4,174,3,low,M,8,4348,0,2,Standard,Low,1,32,16,1087.0,7,2,2,0.5927883707759108,0.6015756893640968,34784,0,,0,Heavy,Low,756552,Regular,2.0,2174.0
8088,F,Flight,4,1,164,3,high,F,1,5492,0,2,VeryLow,Low,0,1,4,1373.0,7,2,2,0.6497890295358649,0.6015756893640968,5492,0,,0,Heavy,Low,900688,Regular,0.5,2746.0
8089,D,Flight,3,2,262,2,medium,M,4,5738,0,2,Low,Very Low,1,8,6,1912.6666666666667,5,2,1,0.5904501472444258,0.6015756893640968,22952,0,,0,Heavy,Low,1503356,New,1.0,2869.0
8090,F,Flight,3,5,262,2,medium,F,7,4422,1,2,High,Very Low,0,35,15,1474.0,5,2,1,0.5904501472444258,0.6015756893640968,30954,5,medium,0,Heavy,Low,1158564,New,3.0,2211.0
8091,A,Flight,3,1,245,3,low,F,4,5449,0,2,VeryLow,Low,0,4,3,1816.3333333333333,6,2,1,0.5927883707759108,0.6015756893640968,21796,0,,0,Heavy,Low,1335005,Regular,0.5,2724.5
8092,B,Flight,3,4,184,3,low,F,2,4875,0,2,Standard,Low,0,8,12,1625.0,6,2,1,0.5927883707759108,0.6015756893640968,9750,0,,0,Heavy,Low,897000,Regular,2.0,2437.5
8093,C,Flight,5,1,231,2,low,M,10,4892,1,2,VeryLow,Very Low,1,10,5,978.4,7,2,3,0.5927883707759108,0.6015756893640968,48920,1,low,0,Heavy,Low,1130052,New,1.0,2446.0
8094,F,Flight,5,1,226,4,high,F,2,5600,0,2,VeryLow,Low,0,2,5,1120.0,9,2,3,0.6497890295358649,0.6015756893640968,11200,0,,0,Heavy,Low,1265600,Regular,0.5,2800.0
8095,D,Flight,4,1,211,3,medium,F,2,5851,0,2,VeryLow,Low,0,2,4,1462.75,7,2,2,0.5904501472444258,0.6015756893640968,11702,0,,0,Heavy,Low,1234561,Regular,0.5,2925.5
8096,F,Flight,4,2,266,5,medium,M,3,4578,0,2,Low,Low,1,6,8,1144.5,9,2,2,0.5904501472444258,0.6015756893640968,13734,0,,0,Heavy,Low,1217748,Regular,1.0,2289.0
8097,A,Flight,4,2,216,3,low,M,4,4309,1,2,Low,Low,1,8,8,1077.25,7,2,2,0.5927883707759108,0.6015756893640968,17236,2,low,0,Heavy,Low,930744,Regular,1.5,2154.5
8098,B,Flight,4,3,153,3,low,M,5,5743,1,2,Average,Low,1,15,12,1435.75,7,2,2,0.5927883707759108,0.6015756893640968,28715,3,low,0,Heavy,Low,878679,Regular,2.0,2871.5
8099,C,Flight,2,2,242,3,high,M,9,4717,0,2,Low,Low,1,18,4,2358.5,5,2,0,0.6497890295358649,0.6015756893640968,42453,0,,0,Heavy,Low,1141514,Regular,1.0,2358.5
8100,F,Flight,5,1,282,5,low,M,6,5182,1,2,VeryLow,Low,1,6,5,1036.4,10,2,3,0.5927883707759108,0.6015756893640968,31092,1,low,0,Heavy,Low,1461324,Regular,1.0,2591.0
8101,D,Ship,4,1,165,3,medium,F,10,4574,0,1,VeryLow,Low,0,10,4,1143.5,7,4,0,0.5904501472444258,0.5975609756097561,45740,0,,0,Heavy,Low,754710,Regular,0.5,1143.5
8102,F,Ship,3,1,146,3,medium,M,9,4944,1,1,VeryLow,Low,1,9,3,1648.0,6,4,-1,0.5904501472444258,0.5975609756097561,44496,1,medium,0,Heavy,Low,721824,Regular,1.0,1236.0
8103,A,Ship,5,3,113,3,medium,F,5,4743,0,1,Average,Low,0,15,15,948.6,8,4,1,0.5904501472444258,0.5975609756097561,23715,0,,0,Heavy,Low,535959,Regular,1.5,1185.75
8104,B,Ship,3,2,161,3,medium,F,1,5757,0,1,Low,Low,0,2,6,1919.0,6,4,-1,0.5904501472444258,0.5975609756097561,5757,0,,0,Heavy,Low,926877,Regular,1.0,1439.25
8105,C,Ship,2,2,219,2,medium,M,8,4518,0,1,Low,Very Low,1,16,4,2259.0,4,4,-2,0.5904501472444258,0.5975609756097561,36144,0,,0,Heavy,Low,989442,New,1.0,1129.5
8106,F,Ship,4,2,237,2,low,F,1,5261,0,1,Low,Very Low,0,2,8,1315.25,6,4,0,0.5927883707759108,0.5975609756097561,5261,0,,0,Heavy,Low,1246857,New,1.0,1315.25
8107,D,Ship,4,3,246,3,low,M,5,4384,0,1,Average,Low,1,15,12,1096.0,7,4,0,0.5927883707759108,0.5975609756097561,21920,0,,0,Heavy,Low,1078464,Regular,1.5,1096.0
8108,F,Ship,3,4,229,6,medium,F,3,5471,0,1,Standard,Medium,0,12,12,1823.6666666666667,9,4,-1,0.5904501472444258,0.5975609756097561,16413,0,,0,Heavy,Low,1252859,Frequent,2.0,1367.75
8109,A,Ship,3,3,195,3,low,M,1,4224,0,1,Average,Low,1,3,9,1408.0,6,4,-1,0.5927883707759108,0.5975609756097561,4224,0,,0,Heavy,Low,823680,Regular,1.5,1056.0
8110,B,Ship,4,3,160,2,low,M,5,4522,1,1,Average,Very Low,1,15,12,1130.5,6,4,0,0.5927883707759108,0.5975609756097561,22610,3,low,0,Heavy,Low,723520,New,2.0,1130.5
8111,C,Ship,3,5,144,2,medium,M,6,5983,0,1,High,Very Low,1,30,15,1994.3333333333333,5,4,-1,0.5904501472444258,0.5975609756097561,35898,0,,0,Heavy,Low,861552,New,2.5,1495.75
8112,F,Ship,3,3,217,4,medium,F,3,5602,0,1,Average,Low,0,9,9,1867.3333333333333,7,4,-1,0.5904501472444258,0.5975609756097561,16806,0,,0,Heavy,Low,1215634,Regular,1.5,1400.5
8113,D,Ship,3,4,240,3,high,F,6,4412,0,1,Standard,Low,0,24,12,1470.6666666666667,6,4,-1,0.6497890295358649,0.5975609756097561,26472,0,,0,Heavy,Low,1058880,Regular,2.0,1103.0
8114,F,Ship,3,2,210,3,medium,M,8,4011,0,1,Low,Low,1,16,6,1337.0,6,4,-1,0.5904501472444258,0.5975609756097561,32088,0,,0,Heavy,Low,842310,Regular,1.0,1002.75
8115,A,Ship,4,2,249,3,low,F,9,5459,1,1,Low,Low,0,18,8,1364.75,7,4,0,0.5927883707759108,0.5975609756097561,49131,2,low,0,Heavy,Low,1359291,Regular,1.5,1364.75
8116,B,Ship,4,1,178,3,high,M,3,5520,1,1,VeryLow,Low,1,3,4,1380.0,7,4,0,0.6497890295358649,0.5975609756097561,16560,1,high,0,Heavy,Low,982560,Regular,1.0,1380.0
8117,C,Ship,6,4,224,4,low,F,6,4493,0,1,Standard,Low,0,24,24,748.8333333333334,10,4,2,0.5927883707759108,0.5975609756097561,26958,0,,0,Heavy,Low,1006432,Regular,2.0,1123.25
8118,F,Ship,3,1,142,3,medium,F,10,4915,1,1,VeryLow,Low,0,10,3,1638.3333333333333,6,4,-1,0.5904501472444258,0.5975609756097561,49150,1,medium,0,Heavy,Low,697930,Regular,1.0,1228.75
8119,D,Ship,4,5,163,2,medium,F,10,5529,1,1,High,Very Low,0,50,20,1382.25,6,4,0,0.5904501472444258,0.5975609756097561,55290,5,medium,0,Heavy,Low,901227,New,3.0,1382.25
8120,F,Ship,4,1,261,4,medium,F,10,4632,0,1,VeryLow,Low,0,10,4,1158.0,8,4,0,0.5904501472444258,0.5975609756097561,46320,0,,0,Heavy,Low,1208952,Regular,0.5,1158.0
8121,A,Ship,3,4,151,3,medium,M,5,4767,1,1,Standard,Low,1,20,12,1589.0,6,4,-1,0.5904501472444258,0.5975609756097561,23835,4,medium,0,Heavy,Low,719817,Regular,2.5,1191.75
8122,B,Ship,4,2,197,2,medium,M,3,4715,1,1,Low,Very Low,1,6,8,1178.75,6,4,0,0.5904501472444258,0.5975609756097561,14145,2,medium,0,Heavy,Low,928855,New,1.5,1178.75
8123,C,Ship,6,3,155,2,medium,F,1,4182,1,1,Average,Very Low,0,3,18,697.0,8,4,2,0.5904501472444258,0.5975609756097561,4182,3,medium,0,Heavy,Low,648210,New,2.0,1045.5
8124,F,Ship,3,5,152,4,medium,M,2,4809,0,1,High,Low,1,10,15,1603.0,7,4,-1,0.5904501472444258,0.5975609756097561,9618,0,,0,Heavy,Low,730968,Regular,2.5,1202.25
8125,D,Ship,4,5,275,6,low,M,3,5008,0,1,High,Medium,1,15,20,1252.0,10,4,0,0.5927883707759108,0.5975609756097561,15024,0,,0,Heavy,Low,1377200,Frequent,2.5,1252.0
8126,F,Ship,3,1,102,4,medium,F,4,5936,1,1,VeryLow,Low,0,4,3,1978.6666666666667,7,4,-1,0.5904501472444258,0.5975609756097561,23744,1,medium,0,Heavy,Low,605472,Regular,1.0,1484.0
8127,A,Ship,4,1,285,2,low,M,4,4401,0,1,VeryLow,Very Low,1,4,4,1100.25,6,4,0,0.5927883707759108,0.5975609756097561,17604,0,,0,Heavy,Low,1254285,New,0.5,1100.25
8128,B,Ship,4,5,248,2,medium,M,10,4366,1,1,High,Very Low,1,50,20,1091.5,6,4,0,0.5904501472444258,0.5975609756097561,43660,5,medium,0,Heavy,Low,1082768,New,3.0,1091.5
8129,C,Ship,3,4,274,3,low,F,7,5036,1,1,Standard,Low,0,28,12,1678.6666666666667,6,4,-1,0.5927883707759108,0.5975609756097561,35252,4,low,0,Heavy,Low,1379864,Regular,2.5,1259.0
8130,F,Ship,4,4,104,4,low,M,6,4323,1,1,Standard,Low,1,24,16,1080.75,8,4,0,0.5927883707759108,0.5975609756097561,25938,4,low,0,Heavy,Low,449592,Regular,2.5,1080.75
8131,D,Ship,5,4,176,3,medium,M,10,5456,0,1,Standard,Low,1,40,20,1091.2,8,4,1,0.5904501472444258,0.5975609756097561,54560,0,,0,Heavy,Low,960256,Regular,2.0,1364.0
8132,F,Ship,5,4,237,3,medium,F,1,4369,0,1,Standard,Low,0,4,20,873.8,8,4,1,0.5904501472444258,0.5975609756097561,4369,0,,0,Heavy,Low,1035453,Regular,2.0,1092.25
8133,A,Ship,4,4,247,2,medium,M,9,5095,0,1,Standard,Very Low,1,36,16,1273.75,6,4,0,0.5904501472444258,0.5975609756097561,45855,0,,0,Heavy,Low,1258465,New,2.0,1273.75
8134,B,Ship,5,5,212,5,low,F,6,4463,0,1,High,Low,0,30,25,892.6,10,4,1,0.5927883707759108,0.5975609756097561,26778,0,,0,Heavy,Low,946156,Regular,2.5,1115.75
8135,C,Ship,4,5,226,2,low,M,1,4532,0,1,High,Very Low,1,5,20,1133.0,6,4,0,0.5927883707759108,0.5975609756097561,4532,0,,0,Heavy,Low,1024232,New,2.5,1133.0
8136,F,Ship,6,2,213,2,medium,F,7,5415,0,1,Low,Very Low,0,14,12,902.5,8,4,2,0.5904501472444258,0.5975609756097561,37905,0,,0,Heavy,Low,1153395,New,1.0,1353.75
8137,D,Ship,4,3,177,3,low,M,1,5282,0,1,Average,Low,1,3,12,1320.5,7,4,0,0.5927883707759108,0.5975609756097561,5282,0,,0,Heavy,Low,934914,Regular,1.5,1320.5
8138,F,Ship,4,5,235,4,medium,M,6,4633,1,1,High,Low,1,30,20,1158.25,8,4,0,0.5904501472444258,0.5975609756097561,27798,5,medium,0,Heavy,Low,1088755,Regular,3.0,1158.25
8139,A,Ship,3,4,263,3,medium,F,2,5741,1,1,Standard,Low,0,8,12,1913.6666666666667,6,4,-1,0.5904501472444258,0.5975609756097561,11482,4,medium,0,Heavy,Low,1509883,Regular,2.5,1435.25
8140,B,Ship,3,3,181,3,low,F,10,5337,0,1,Average,Low,0,30,9,1779.0,6,4,-1,0.5927883707759108,0.5975609756097561,53370,0,,0,Heavy,Low,965997,Regular,1.5,1334.25
8141,C,Ship,3,2,178,2,medium,F,2,4122,0,1,Low,Very Low,0,4,6,1374.0,5,4,-1,0.5904501472444258,0.5975609756097561,8244,0,,0,Heavy,Low,733716,New,1.0,1030.5
8142,F,Ship,3,5,243,3,medium,F,4,4130,1,1,High,Low,0,20,15,1376.6666666666667,6,4,-1,0.5904501472444258,0.5975609756097561,16520,5,medium,0,Heavy,Low,1003590,Regular,3.0,1032.5
8143,D,Ship,3,3,230,3,medium,F,2,4742,1,1,Average,Low,0,6,9,1580.6666666666667,6,4,-1,0.5904501472444258,0.5975609756097561,9484,3,medium,0,Heavy,Low,1090660,Regular,2.0,1185.5
8144,F,Ship,4,3,106,2,medium,F,6,5867,0,1,Average,Very Low,0,18,12,1466.75,6,4,0,0.5904501472444258,0.5975609756097561,35202,0,,0,Heavy,Low,621902,New,1.5,1466.75
8145,A,Ship,4,5,266,3,medium,F,2,4867,0,1,High,Low,0,10,20,1216.75,7,4,0,0.5904501472444258,0.5975609756097561,9734,0,,0,Heavy,Low,1294622,Regular,2.5,1216.75
8146,B,Ship,5,2,284,4,low,M,1,4171,1,1,Low,Low,1,2,10,834.2,9,4,1,0.5927883707759108,0.5975609756097561,4171,2,low,0,Heavy,Low,1184564,Regular,1.5,1042.75
8147,C,Ship,2,5,233,3,low,M,9,4751,1,1,High,Low,1,45,10,2375.5,5,4,-2,0.5927883707759108,0.5975609756097561,42759,5,low,0,Heavy,Low,1106983,Regular,3.0,1187.75
8148,F,Ship,3,3,200,3,high,F,2,4777,1,1,Average,Low,0,6,9,1592.3333333333333,6,4,-1,0.6497890295358649,0.5975609756097561,9554,3,high,0,Heavy,Low,955400,Regular,2.0,1194.25
8149,D,Ship,3,2,176,2,medium,F,1,5292,0,1,Low,Very Low,0,2,6,1764.0,5,4,-1,0.5904501472444258,0.5975609756097561,5292,0,,0,Heavy,Low,931392,New,1.0,1323.0
8150,F,Ship,5,1,279,5,medium,M,4,4405,1,1,VeryLow,Low,1,4,5,881.0,10,4,1,0.5904501472444258,0.5975609756097561,17620,1,medium,0,Heavy,Low,1228995,Regular,1.0,1101.25
8151,A,Ship,3,3,164,3,high,M,9,5070,0,1,Average,Low,1,27,9,1690.0,6,4,-1,0.6497890295358649,0.5975609756097561,45630,0,,0,Heavy,Low,831480,Regular,1.5,1267.5
8152,B,Ship,4,3,163,3,low,F,10,5002,1,1,Average,Low,0,30,12,1250.5,7,4,0,0.5927883707759108,0.5975609756097561,50020,3,low,0,Heavy,Low,815326,Regular,2.0,1250.5
8153,C,Ship,4,5,254,3,medium,F,3,4404,0,1,High,Low,0,15,20,1101.0,7,4,0,0.5904501472444258,0.5975609756097561,13212,0,,0,Heavy,Low,1118616,Regular,2.5,1101.0
8154,F,Ship,5,4,234,3,low,F,2,4269,0,1,Standard,Low,0,8,20,853.8,8,4,1,0.5927883707759108,0.5975609756097561,8538,0,,0,Heavy,Low,998946,Regular,2.0,1067.25
8155,D,Ship,4,1,191,3,low,F,8,4021,1,1,VeryLow,Low,0,8,4,1005.25,7,4,0,0.5927883707759108,0.5975609756097561,32168,1,low,0,Heavy,Low,768011,Regular,1.0,1005.25
8156,F,Ship,3,3,224,3,medium,F,5,4214,1,1,Average,Low,0,15,9,1404.6666666666667,6,4,-1,0.5904501472444258,0.5975609756097561,21070,3,medium,0,Heavy,Low,943936,Regular,2.0,1053.5
8157,A,Ship,3,1,250,2,low,F,5,4232,0,1,VeryLow,Very Low,0,5,3,1410.6666666666667,5,4,-1,0.5927883707759108,0.5975609756097561,21160,0,,0,Heavy,Low,1058000,New,0.5,1058.0
8158,B,Ship,4,5,101,6,medium,M,8,4146,0,1,High,Medium,1,40,20,1036.5,10,4,0,0.5904501472444258,0.5975609756097561,33168,0,,0,Heavy,Low,418746,Frequent,2.5,1036.5
8159,C,Ship,3,2,227,3,medium,M,6,5058,0,1,Low,Low,1,12,6,1686.0,6,4,-1,0.5904501472444258,0.5975609756097561,30348,0,,0,Heavy,Low,1148166,Regular,1.0,1264.5
8160,F,Ship,3,1,173,2,medium,F,4,5521,0,1,VeryLow,Very Low,0,4,3,1840.3333333333333,5,4,-1,0.5904501472444258,0.5975609756097561,22084,0,,0,Heavy,Low,955133,New,0.5,1380.25
8161,D,Ship,4,3,209,5,medium,M,6,4384,0,1,Average,Low,1,18,12,1096.0,9,4,0,0.5904501472444258,0.5975609756097561,26304,0,,0,Heavy,Low,916256,Regular,1.5,1096.0
8162,F,Ship,3,5,241,3,low,F,4,4132,0,1,High,Low,0,20,15,1377.3333333333333,6,4,-1,0.5927883707759108,0.5975609756097561,16528,0,,0,Heavy,Low,995812,Regular,2.5,1033.0
8163,A,Ship,5,5,257,3,medium,F,9,5972,0,1,High,Low,0,45,25,1194.4,8,4,1,0.5904501472444258,0.5975609756097561,53748,0,,0,Heavy,Low,1534804,Regular,2.5,1493.0
8164,B,Ship,5,1,146,3,high,F,3,4345,1,1,VeryLow,Low,0,3,5,869.0,8,4,1,0.6497890295358649,0.5975609756097561,13035,1,high,0,Heavy,Low,634370,Regular,1.0,1086.25
8165,C,Ship,2,3,129,5,medium,M,3,5444,1,1,Average,Low,1,9,6,2722.0,7,4,-2,0.5904501472444258,0.5975609756097561,16332,3,medium,0,Heavy,Low,702276,Regular,2.0,1361.0
8166,F,Ship,3,4,285,3,low,M,9,4768,1,1,Standard,Low,1,36,12,1589.3333333333333,6,4,-1,0.5927883707759108,0.5975609756097561,42912,4,low,0,Heavy,Low,1358880,Regular,2.5,1192.0
8167,D,Ship,3,1,133,3,low,F,5,5213,1,1,VeryLow,Low,0,5,3,1737.6666666666667,6,4,-1,0.5927883707759108,0.5975609756097561,26065,1,low,0,Heavy,Low,693329,Regular,1.0,1303.25
8168,F,Ship,4,2,185,3,low,M,1,4786,0,1,Low,Low,1,2,8,1196.5,7,4,0,0.5927883707759108,0.5975609756097561,4786,0,,0,Heavy,Low,885410,Regular,1.0,1196.5
8169,A,Ship,5,5,193,4,medium,M,8,5714,0,1,High,Low,1,40,25,1142.8,9,4,1,0.5904501472444258,0.5975609756097561,45712,0,,0,Heavy,Low,1102802,Regular,2.5,1428.5
8170,B,Ship,5,4,228,6,medium,M,5,4974,1,1,Standard,Medium,1,20,20,994.8,11,4,1,0.5904501472444258,0.5975609756097561,24870,4,medium,0,Heavy,Low,1134072,Frequent,2.5,1243.5
8171,C,Ship,3,3,179,2,low,M,5,5058,0,1,Average,Very Low,1,15,9,1686.0,5,4,-1,0.5927883707759108,0.5975609756097561,25290,0,,0,Heavy,Low,905382,New,1.5,1264.5
8172,F,Ship,4,2,224,3,low,F,9,4896,0,1,Low,Low,0,18,8,1224.0,7,4,0,0.5927883707759108,0.5975609756097561,44064,0,,0,Heavy,Low,1096704,Regular,1.0,1224.0
8173,D,Ship,3,2,279,6,medium,M,1,5855,0,1,Low,Medium,1,2,6,1951.6666666666667,9,4,-1,0.5904501472444258,0.5975609756097561,5855,0,,0,Heavy,Low,1633545,Frequent,1.0,1463.75
8174,F,Ship,4,2,181,3,medium,M,4,5717,0,1,Low,Low,1,8,8,1429.25,7,4,0,0.5904501472444258,0.5975609756097561,22868,0,,0,Heavy,Low,1034777,Regular,1.0,1429.25
8175,A,Ship,5,5,198,2,medium,M,9,4526,0,1,High,Very Low,1,45,25,905.2,7,4,1,0.5904501472444258,0.5975609756097561,40734,0,,0,Heavy,Low,896148,New,2.5,1131.5
8176,B,Ship,3,5,193,3,medium,F,4,5817,0,1,High,Low,0,20,15,1939.0,6,4,-1,0.5904501472444258,0.5975609756097561,23268,0,,0,Heavy,Low,1122681,Regular,2.5,1454.25
8177,C,Ship,5,4,184,3,low,F,1,4208,1,1,Standard,Low,0,4,20,841.6,8,4,1,0.5927883707759108,0.5975609756097561,4208,4,low,0,Heavy,Low,774272,Regular,2.5,1052.0
8178,F,Ship,5,2,139,3,low,M,9,5920,0,1,Low,Low,1,18,10,1184.0,8,4,1,0.5927883707759108,0.5975609756097561,53280,0,,0,Heavy,Low,822880,Regular,1.0,1480.0
8179,D,Ship,5,3,210,3,low,M,5,4560,1,1,Average,Low,1,15,15,912.0,8,4,1,0.5927883707759108,0.5975609756097561,22800,3,low,0,Heavy,Low,957600,Regular,2.0,1140.0
8180,F,Ship,4,3,225,2,low,M,2,4520,1,1,Average,Very Low,1,6,12,1130.0,6,4,0,0.5927883707759108,0.5975609756097561,9040,3,low,0,Heavy,Low,1017000,New,2.0,1130.0
8181,A,Ship,3,1,189,2,low,F,5,4738,0,1,VeryLow,Very Low,0,5,3,1579.3333333333333,5,4,-1,0.5927883707759108,0.5975609756097561,23690,0,,0,Heavy,Low,895482,New,0.5,1184.5
8182,B,Ship,4,5,164,4,low,F,4,5736,0,1,High,Low,0,20,20,1434.0,8,4,0,0.5927883707759108,0.5975609756097561,22944,0,,0,Heavy,Low,940704,Regular,2.5,1434.0
8183,C,Ship,3,5,196,3,low,M,1,5303,1,1,High,Low,1,5,15,1767.6666666666667,6,4,-1,0.5927883707759108,0.5975609756097561,5303,5,low,0,Heavy,Low,1039388,Regular,3.0,1325.75
8184,F,Ship,5,3,246,2,medium,F,1,4533,0,1,Average,Very Low,0,3,15,906.6,7,4,1,0.5904501472444258,0.5975609756097561,4533,0,,0,Heavy,Low,1115118,New,1.5,1133.25
8185,D,Ship,4,4,188,4,low,F,10,4571,1,1,Standard,Low,0,40,16,1142.75,8,4,0,0.5927883707759108,0.5975609756097561,45710,4,low,0,Heavy,Low,859348,Regular,2.5,1142.75
8186,F,Ship,3,3,250,2,medium,F,4,4380,0,1,Average,Very Low,0,12,9,1460.0,5,4,-1,0.5904501472444258,0.5975609756097561,17520,0,,0,Heavy,Low,1095000,New,1.5,1095.0
8187,A,Ship,4,2,156,4,medium,F,2,5795,1,1,Low,Low,0,4,8,1448.75,8,4,0,0.5904501472444258,0.5975609756097561,11590,2,medium,0,Heavy,Low,904020,Regular,1.5,1448.75
8188,B,Ship,3,1,218,4,low,M,6,5480,1,1,VeryLow,Low,1,6,3,1826.6666666666667,7,4,-1,0.5927883707759108,0.5975609756097561,32880,1,low,0,Heavy,Low,1194640,Regular,1.0,1370.0
8189,C,Ship,5,5,172,2,low,M,5,5791,0,1,High,Very Low,1,25,25,1158.2,7,4,1,0.5927883707759108,0.5975609756097561,28955,0,,0,Heavy,Low,996052,New,2.5,1447.75
8190,F,Ship,3,1,259,2,low,F,3,4380,0,1,VeryLow,Very Low,0,3,3,1460.0,5,4,-1,0.5927883707759108,0.5975609756097561,13140,0,,0,Heavy,Low,1134420,New,0.5,1095.0
